	sym	shp65_Vehicle_1	shp65_Vehicle_2	shp65_Vehicle_3	shp65_TNF_1	shp65_TNF_2	shp65_TNF_3
ENSG00000053372	MRTO4	382	486	394	416	405	355
ENSG00000053438	NNAT	416	223	341	342	272	327
ENSG00000053501	USE1	118	128	90	136	133	103
ENSG00000053524	MCF2L2	40	48	36	49	34	33
ENSG00000053747	LAMA3	65	104	87	62	127	59
ENSG00000053770	AP5M1	642	311	658	690	562	432
ENSG00000053900	ANAPC4	184	168	167	210	219	135
ENSG00000054116	TRAPPC3	508	515	509	457	549	404
ENSG00000054118	THRAP3	1031	725	977	1328	1033	744
ENSG00000054148	PHPT1	995	781	877	751	915	830
ENSG00000054267	ARID4B	206	139	186	396	263	141
ENSG00000054282	SDCCAG8	372	323	376	311	371	284
ENSG00000054392	HHAT	76	50	78	71	56	61
ENSG00000054523	KIF1B	981	678	1069	2946	1303	923
ENSG00000054611	TBC1D22A	148	180	178	218	195	141
ENSG00000054654	SYNE2	107	82	100	267	186	83
ENSG00000054690	PLEKHH1	322	267	552	885	364	454
ENSG00000054793	ATP9A	2775	1895	2773	5380	2632	2273
ENSG00000054965	FAM168A	316	286	379	721	360	293
ENSG00000054983	GALC	321	297	394	378	470	308
ENSG00000055044	NOP58	316	253	277	399	389	224
ENSG00000055070	SZRD1	870	697	798	1141	790	643
ENSG00000055130	CUL1	834	598	821	1198	992	655
ENSG00000055147	FAM114A2	546	448	452	430	524	403
ENSG00000055163	CYFIP2	48	28	53	64	37	66
ENSG00000055208	TAB2	251	125	233	620	271	188
ENSG00000055211	GINM1	624	599	764	687	866	533
ENSG00000055332	EIF2AK2	603	323	575	1063	575	431
ENSG00000055483	USP36	140	168	155	386	180	131
ENSG00000055609	KMT2C	858	664	915	2537	1180	808
ENSG00000055813	CCDC85A	30	26	22	26	19	24
ENSG00000055917	PUM2	479	309	470	1433	598	418
ENSG00000055950	MRPL43	313	221	272	289	317	256
ENSG00000055957	ITIH1	1239	829	886	1052	1025	831
ENSG00000056050	C4orf27	63	70	76	107	104	59
ENSG00000056097	ZFR	1702	1182	1424	1719	1728	1076
ENSG00000056277	ZNF280C	80	50	98	115	87	51
ENSG00000056558	TRAF1	26	43	49	153	112	63
ENSG00000056586	RC3H2	1261	902	1250	1792	1395	922
ENSG00000056972	TRAF3IP2	748	638	953	820	888	874
ENSG00000056998	GYG2	841	568	794	1378	729	618
ENSG00000057019	DCBLD2	1154	774	1116	1304	1149	773
ENSG00000057252	SOAT1	724	556	867	987	888	651
ENSG00000057294	PKP2	136	108	99	214	141	112
ENSG00000057608	GDI2	5061	3393	4715	3800	4920	3309
ENSG00000057657	PRDM1	10	21	16	71	22	21
ENSG00000057663	ATG5	425	381	449	377	487	335
ENSG00000057757	PITHD1	386	474	453	406	546	285
ENSG00000057935	MTA3	229	130	223	307	243	166
ENSG00000058056	USP13	234	196	249	554	262	227
ENSG00000058063	ATP11B	2165	1583	2091	2799	2734	1598
ENSG00000058085	LAMC2	34	29	47	46	57	28
ENSG00000058091	CDK14	336	262	310	428	422	233
ENSG00000058262	SEC61A1	3701	3328	4100	5201	3995	3718
ENSG00000058272	PPP1R12A	484	374	426	795	607	350
ENSG00000058453	CROCC	73	136	65	90	133	78
ENSG00000058600	POLR3E	521	637	527	631	693	454
ENSG00000058668	ATP2B4	6885	5179	8310	14220	7650	6313
ENSG00000058673	ZC3H11A	1243	1116	1357	2151	1895	988
ENSG00000058729	RIOK2	227	189	213	234	285	145
ENSG00000058799	YIPF1	284	230	277	248	272	276
ENSG00000058804	NDC1	326	161	343	303	308	277
ENSG00000059122	FLYWCH1	285	389	305	373	386	254
ENSG00000059145	UNKL	143	185	154	303	234	161
ENSG00000059377	TBXAS1	36	49	25	39	36	27
ENSG00000059378	PARP12	56	42	48	54	48	34
ENSG00000059573	ALDH18A1	1026	1015	1121	1372	1177	988
ENSG00000059588	TARBP1	356	350	385	467	467	284
ENSG00000059691	GATB	330	368	353	426	445	310
ENSG00000059728	MXD1	138	110	165	249	205	134
ENSG00000059758	CDK17	219	217	197	250	305	176
ENSG00000059769	DNAJC25	144	103	125	138	151	75
ENSG00000059804	SLC2A3	38	44	54	42	50	35
ENSG00000060069	CTDP1	103	157	108	173	157	106
ENSG00000060138	YBX3	1062	835	1144	1961	1305	932
ENSG00000060237	WNK1	706	519	843	2396	919	753
ENSG00000060339	CCAR1	414	268	321	583	453	284
ENSG00000060491	OGFR	803	1002	808	731	920	629
ENSG00000060642	PIGV	211	180	251	370	285	225
ENSG00000060656	PTPRU	419	504	642	711	559	566
ENSG00000060688	SNRNP40	455	419	501	416	510	357
ENSG00000060749	QSER1	411	219	387	986	454	353
ENSG00000060762	MPC1	856	556	1058	764	832	856
ENSG00000060971	ACAA1	181	189	158	543	261	170
ENSG00000060982	BCAT1	1269	802	1373	1550	1226	964
ENSG00000061273	HDAC7	120	174	162	292	204	138
ENSG00000061676	NCKAP1	2453	1514	2330	4430	2797	1876
ENSG00000061794	MRPS35	827	625	872	717	864	601
ENSG00000061936	SFSWAP	193	236	215	330	314	158
ENSG00000061938	TNK2	122	157	93	222	139	78
ENSG00000061987	MON2	518	401	525	1378	702	481
ENSG00000062194	GPBP1	608	546	592	673	846	407
ENSG00000062282	DGAT2	7631	9427	10570	9206	10256	9426
ENSG00000062370	ZNF112	27	31	22	58	44	22
ENSG00000062485	CS	7936	4955	9328	12315	7303	7689
ENSG00000062598	ELMO2	407	299	402	677	439	337
ENSG00000062650	WAPAL	650	393	626	919	728	487
ENSG00000062716	VMP1	1653	1212	1680	2532	2970	1798
ENSG00000062725	APPBP2	1172	950	1232	1137	1393	924
ENSG00000062822	POLD1	65	75	48	79	80	43
ENSG00000063046	EIF4B	7706	6670	7049	5873	7898	5276
ENSG00000063176	SPHK2	351	338	323	477	370	337
ENSG00000063177	RPL18	5695	5048	4678	4726	5178	4371
ENSG00000063241	ISOC2	1489	1659	1290	1176	1423	1241
ENSG00000063244	U2AF2	434	531	461	681	624	389
ENSG00000063245	EPN1	417	555	573	921	646	539
ENSG00000063322	MED29	277	301	315	341	329	246
ENSG00000063438	AHRR	54	77	50	82	87	46
ENSG00000063587	ZNF275	230	160	257	491	259	221
ENSG00000063601	MTMR1	240	165	213	348	245	137
ENSG00000063660	GPC1	1593	2453	1797	3984	2704	1865
ENSG00000063761	ADCK1	80	94	86	152	88	68
ENSG00000063854	HAGH	364	526	372	443	494	352
ENSG00000063978	RNF4	433	433	420	555	453	364
ENSG00000064012	CASP8	361	332	420	318	455	315
ENSG00000064042	LIMCH1	54	39	81	96	74	64
ENSG00000064102	ASUN	717	462	613	625	643	418
ENSG00000064115	TM7SF3	1158	866	1357	1182	1234	1148
ENSG00000064225	ST3GAL6	30	13	19	33	32	14
ENSG00000064309	CDON	188	188	166	324	237	157
ENSG00000064313	TAF2	607	469	623	699	755	464
ENSG00000064393	HIPK2	985	851	1237	4874	1733	1295
ENSG00000064419	TNPO3	1044	782	1108	1379	1089	838
ENSG00000064490	RFXANK	214	220	234	206	183	197
ENSG00000064545	TMEM161A	236	259	219	261	251	207
ENSG00000064601	CTSA	609	533	769	847	679	640
ENSG00000064607	SUGP2	599	713	625	1187	852	570
ENSG00000064651	SLC12A2	615	457	618	650	719	447
ENSG00000064652	SNX24	75	59	96	76	89	64
ENSG00000064655	EYA2	26	31	27	52	25	23
ENSG00000064666	CNN2	550	451	597	940	716	635
ENSG00000064687	ABCA7	51	91	90	197	91	78
ENSG00000064703	DDX20	305	274	340	397	441	239
ENSG00000064726	BTBD1	1135	1081	1194	1188	1501	778
ENSG00000064763	FAR2	5348	2959	5773	5044	4666	4210
ENSG00000064886	CHI3L2	1263	504	957	1025	611	830
ENSG00000064932	SBNO2	328	396	350	595	458	350
ENSG00000064933	PMS1	242	157	183	284	268	158
ENSG00000064961	HMG20B	446	515	375	384	515	291
ENSG00000064989	CALCRL	1791	993	1653	1559	1664	1093
ENSG00000064995	TAF11	214	187	266	223	236	209
ENSG00000064999	ANKS1A	231	219	278	424	248	227
ENSG00000065000	AP3D1	1099	934	1134	1918	1032	1024
ENSG00000065029	ZNF76	139	114	140	253	147	111
ENSG00000065054	SLC9A3R2	92	105	85	127	100	72
ENSG00000065057	NTHL1	83	126	58	69	117	59
ENSG00000065060	UHRF1BP1	974	644	1089	1944	1032	1020
ENSG00000065135	GNAI3	1649	1207	1806	1839	1793	1311
ENSG00000065150	IPO5	3467	2629	3260	4365	3582	2497
ENSG00000065154	OAT	928	745	903	898	1093	713
ENSG00000065183	WDR3	2536	2399	2786	2365	3010	2008
ENSG00000065243	PKN2	955	637	806	1393	1041	604
ENSG00000065268	WDR18	201	203	170	233	266	179
ENSG00000065308	TRAM2	815	737	899	1512	1091	744
ENSG00000065325	GLP2R	30	15	17	21	16	16
ENSG00000065357	DGKA	279	338	343	392	418	276
ENSG00000065413	ANKRD44	95	82	93	108	99	93
ENSG00000065427	KARS	2093	1753	1864	1586	2016	1511
ENSG00000065457	ADAT1	280	239	301	353	322	225
ENSG00000065485	PDIA5	173	206	186	175	257	152
ENSG00000065491	TBC1D22B	96	58	95	189	106	90
ENSG00000065518	NDUFB4	619	216	549	486	356	391
ENSG00000065526	SPEN	282	283	360	1718	495	408
ENSG00000065534	MYLK	348	384	428	418	502	298
ENSG00000065548	ZC3H15	798	663	778	817	981	520
ENSG00000065559	MAP2K4	454	326	428	462	525	320
ENSG00000065600	TMEM206	42	32	39	38	44	17
ENSG00000065613	SLK	771	655	658	1090	1138	451
ENSG00000065615	CYB5R4	263	195	300	300	291	172
ENSG00000065665	SEC61A2	32	26	44	46	37	34
ENSG00000065717	TLE2	23	19	20	48	14	19
ENSG00000065802	ASB1	282	342	295	374	412	222
ENSG00000065809	FAM107B	323	195	279	562	313	210
ENSG00000065833	ME1	5269	3254	5116	12886	5886	3919
ENSG00000065882	TBC1D1	261	168	206	316	206	172
ENSG00000065883	CDK13	606	461	622	835	680	451
ENSG00000065911	MTHFD2	436	439	606	483	652	417
ENSG00000065923	SLC9A7	169	114	173	174	157	139
ENSG00000065970	FOXJ2	92	71	106	227	88	110
ENSG00000065978	YBX1	5764	3512	4856	4291	5064	3451
ENSG00000065989	PDE4A	12	9	15	116	20	20
ENSG00000066027	PPP2R5A	3706	2885	2754	3625	3749	2006
ENSG00000066044	ELAVL1	199	219	247	487	280	240
ENSG00000066084	DIP2B	661	542	827	1080	763	622
ENSG00000066117	SMARCD1	298	236	327	530	347	280
ENSG00000066135	KDM4A	669	740	874	1214	918	710
ENSG00000066136	NFYC	176	167	269	342	206	199
ENSG00000066322	ELOVL1	1393	853	1302	1186	1145	1103
ENSG00000066379	ZNRD1	64	64	61	56	82	47
ENSG00000066422	ZBTB11	430	344	415	478	556	314
ENSG00000066427	ATXN3	312	217	287	390	359	191
ENSG00000066455	GOLGA5	599	437	512	592	607	341
ENSG00000066557	LRRC40	227	144	198	222	279	136
ENSG00000066583	ISOC1	718	380	657	775	636	552
ENSG00000066629	EML1	235	184	287	349	259	203
ENSG00000066651	TRMT11	99	98	73	116	125	77
ENSG00000066654	THUMPD1	548	435	518	646	672	361
ENSG00000066697	MSANTD3	129	136	144	161	175	129
ENSG00000066739	ATG2B	716	497	702	1030	849	529
ENSG00000066777	ARFGEF1	924	607	908	1478	1057	690
ENSG00000066827	ZFAT	290	256	242	291	267	194
ENSG00000066855	MTFR1	371	354	336	408	391	226
ENSG00000066923	STAG3	15	13	14	31	16	16
ENSG00000066926	FECH	471	364	521	595	542	389
ENSG00000066933	MYO9A	743	541	627	1107	813	482
ENSG00000067048	DDX3Y	1488	876	1430	1512	1507	999
ENSG00000067057	PFKP	106	118	90	135	147	86
ENSG00000067064	IDI1	5095	3123	4686	4179	4698	3031
ENSG00000067066	SP100	453	456	470	590	646	368
ENSG00000067082	KLF6	221	188	228	978	327	227
ENSG00000067113	PPAP2A	741	819	868	814	1045	619
ENSG00000067141	NEO1	185	123	333	411	196	267
ENSG00000067167	TRAM1	1538	941	1299	1573	1592	1024
ENSG00000067177	PHKA1	190	185	168	212	254	126
ENSG00000067182	TNFRSF1A	1368	1437	1438	1856	1686	1442
ENSG00000067191	CACNB1	19	20	15	33	22	15
ENSG00000067208	EVI5	318	226	322	578	405	247
ENSG00000067221	STOML1	262	433	281	263	346	246
ENSG00000067225	PKM	5855	5410	5832	5274	6158	5377
ENSG00000067248	DHX29	897	543	816	1070	924	565
ENSG00000067334	DNTTIP2	375	269	341	486	444	224
ENSG00000067365	METTL22	131	136	140	188	148	120
ENSG00000067369	TP53BP1	626	559	561	862	716	504
ENSG00000067445	TRO	105	111	106	517	168	140
ENSG00000067533	RRP15	270	275	280	264	307	184
ENSG00000067560	RHOA	4305	3800	3910	4978	4463	3298
ENSG00000067596	DHX8	707	670	658	795	773	624
ENSG00000067646	ZFY	352	333	314	397	561	251
ENSG00000067704	IARS2	2585	2377	3110	3987	3527	2273
ENSG00000067798	NAV3	897	850	1036	1316	1269	819
ENSG00000067829	IDH3G	560	444	546	587	598	494
ENSG00000067836	ROGDI	61	71	72	58	67	73
ENSG00000067900	ROCK1	548	357	455	1025	649	347
ENSG00000067955	CBFB	202	201	255	235	273	185
ENSG00000068001	HYAL2	242	274	194	282	269	200
ENSG00000068024	HDAC4	59	63	82	235	83	81
ENSG00000068028	RASSF1	69	108	61	94	97	45
ENSG00000068079	IFI35	75	81	60	44	66	52
ENSG00000068097	HEATR6	236	178	304	378	246	215
ENSG00000068120	COASY	158	135	141	331	127	126
ENSG00000068137	PLEKHH3	374	442	395	472	462	365
ENSG00000068305	MEF2A	351	205	313	467	382	242
ENSG00000068308	OTUD5	268	233	257	370	352	257
ENSG00000068323	TFE3	687	586	718	1319	793	620
ENSG00000068354	TBC1D25	48	40	56	126	46	35
ENSG00000068366	ACSL4	2785	1970	3335	4421	3537	2662
ENSG00000068383	INPP5A	282	256	311	384	353	227
ENSG00000068394	GPKOW	147	169	142	151	165	117
ENSG00000068400	GRIPAP1	254	272	248	274	323	186
ENSG00000068438	FTSJ1	341	327	299	402	368	294
ENSG00000068489	PRR11	24	15	23	40	13	23
ENSG00000068650	ATP11A	50	36	74	357	81	71
ENSG00000068654	POLR1A	859	730	1080	1955	938	823
ENSG00000068697	LAPTM4A	2448	1287	2421	2211	2076	1656
ENSG00000068724	TTC7A	83	103	80	149	138	70
ENSG00000068745	IP6K2	384	460	450	470	484	351
ENSG00000068784	SRBD1	216	179	184	178	178	131
ENSG00000068796	KIF2A	306	224	308	548	327	201
ENSG00000068878	PSME4	1023	728	1103	2191	1289	923
ENSG00000068885	IFT80	65	65	64	79	91	43
ENSG00000068903	SIRT2	1539	1017	1610	1507	1353	1485
ENSG00000068912	ERLEC1	638	507	721	746	868	502
ENSG00000068971	PPP2R5B	153	181	135	245	215	120
ENSG00000068976	PYGM	71	57	58	74	65	54
ENSG00000069011	PITX1	24	29	25	26	38	15
ENSG00000069020	MAST4	251	211	372	790	350	332
ENSG00000069248	NUP133	750	726	848	813	978	595
ENSG00000069275	NUCKS1	2115	1484	1619	1943	1926	1175
ENSG00000069329	VPS35	1168	1024	1223	1282	1341	931
ENSG00000069345	DNAJA2	1258	1102	1246	973	1348	930
ENSG00000069399	BCL3	14	25	32	125	77	52
ENSG00000069431	ABCC9	350	258	335	490	441	284
ENSG00000069509	FUNDC1	101	67	74	67	112	52
ENSG00000069535	MAOB	12	15	14	59	19	18
ENSG00000069667	RORA	83	50	111	130	71	80
ENSG00000069702	TGFBR3	4319	3756	4559	7107	5742	3567
ENSG00000069849	ATP1B3	351	240	398	747	398	332
ENSG00000069869	NEDD4	552	484	662	630	826	426
ENSG00000069943	PIGB	63	36	58	64	60	39
ENSG00000069956	MAPK6	1060	707	982	1287	1154	803
ENSG00000069966	GNB5	64	88	86	106	101	68
ENSG00000069974	RAB27A	30	32	37	37	26	25
ENSG00000069998	CECR5	221	266	261	319	288	215
ENSG00000070010	UFD1L	439	427	422	509	482	394
ENSG00000070018	LRP6	638	530	747	1039	775	574
ENSG00000070047	PHRF1	299	389	301	437	421	248
ENSG00000070061	IKBKAP	622	673	726	928	883	550
ENSG00000070081	NUCB2	531	296	449	525	512	289
ENSG00000070087	PFN2	238	188	233	363	278	217
ENSG00000070214	SLC44A1	584	427	617	863	717	519
ENSG00000070269	TMEM260	181	143	191	187	184	140
ENSG00000070366	SMG6	213	203	220	414	266	207
ENSG00000070367	EXOC5	1018	768	1038	1472	1355	666
ENSG00000070371	CLTCL1	536	485	585	837	646	487
ENSG00000070404	FSTL3	129	252	172	191	314	178
ENSG00000070413	DGCR2	511	615	621	1022	703	566
ENSG00000070423	RNF126	122	186	172	155	212	119
ENSG00000070444	MNT	43	51	47	184	53	39
ENSG00000070476	ZXDC	235	221	321	493	333	229
ENSG00000070495	JMJD6	118	104	128	207	162	134
ENSG00000070501	POLB	133	132	135	126	148	98
ENSG00000070540	WIPI1	308	328	373	353	439	285
ENSG00000070610	GBA2	383	490	444	675	587	467
ENSG00000070614	NDST1	1013	1069	1396	3194	1433	1237
ENSG00000070669	ASNS	128	60	191	219	127	139
ENSG00000070718	AP3M2	86	97	111	140	135	91
ENSG00000070756	PABPC1	875	578	751	4231	974	816
ENSG00000070759	TESK2	22	15	21	26	32	20
ENSG00000070761	CFAP20	288	225	289	254	296	236
ENSG00000070770	CSNK2A2	398	304	451	1382	487	464
ENSG00000070778	PTPN21	47	51	76	123	93	51
ENSG00000070785	EIF2B3	897	968	790	915	1089	768
ENSG00000070814	TCOF1	183	227	180	367	277	170
ENSG00000070831	CDC42	3761	2489	3938	2762	3468	2937
ENSG00000070882	OSBPL3	161	218	195	259	280	141
ENSG00000070950	RAD18	89	59	56	77	102	36
ENSG00000070961	ATP2B1	302	284	334	528	522	237
ENSG00000071051	NCK2	80	71	82	124	93	59
ENSG00000071054	MAP4K4	3883	2583	4517	5684	3570	3434
ENSG00000071082	RPL31	6432	3848	4316	4146	4530	3539
ENSG00000071127	WDR1	1316	1226	1172	1756	1455	1131
ENSG00000071189	SNX13	1033	782	950	1230	1250	728
ENSG00000071205	ARHGAP10	420	430	400	400	552	309
ENSG00000071242	RPS6KA2	1276	1326	1334	1849	1603	1103
ENSG00000071243	ING3	160	108	145	147	160	111
ENSG00000071246	VASH1	31	31	44	83	46	27
ENSG00000071282	LMCD1	71	59	73	82	103	74
ENSG00000071462	WBSCR22	264	248	288	328	355	260
ENSG00000071537	SEL1L	2747	2217	2627	3070	3127	2102
ENSG00000071539	TRIP13	45	38	40	42	49	26
ENSG00000071553	ATP6AP1	833	703	901	1292	843	818
ENSG00000071564	TCF3	149	164	134	177	153	126
ENSG00000071575	TRIB2	56	60	64	101	73	47
ENSG00000071626	DAZAP1	632	582	536	747	656	458
ENSG00000071655	MBD3	652	702	539	644	673	451
ENSG00000071794	HLTF	1027	824	860	1246	1239	595
ENSG00000071859	FAM50A	517	561	401	414	504	351
ENSG00000071889	FAM3A	440	492	400	491	526	403
ENSG00000071894	CPSF1	167	221	167	435	246	149
ENSG00000071967	CYBRD1	3618	2807	3593	3845	4216	2476
ENSG00000071994	PDCD2	610	551	602	527	701	425
ENSG00000072041	SLC6A15	290	338	431	333	513	320
ENSG00000072042	RDH11	1949	1066	1791	1693	1610	1427
ENSG00000072062	PRKACA	772	679	939	2735	893	861
ENSG00000072071	ADGRL1	125	100	152	560	138	134
ENSG00000072110	ACTN1	2309	1950	2880	5792	2644	2661
ENSG00000072121	ZFYVE26	640	570	738	922	687	645
ENSG00000072133	RPS6KA6	20	15	17	27	15	15
ENSG00000072134	EPN2	111	96	111	157	105	71
ENSG00000072135	PTPN18	79	46	84	134	74	70
ENSG00000072195	SPEG	21	53	34	55	44	23
ENSG00000072210	ALDH3A2	3048	2098	2931	3050	2772	2190
ENSG00000072274	TFRC	2236	1979	3095	2954	2969	2389
ENSG00000072310	SREBF1	3415	5040	5320	9832	5229	4772
ENSG00000072364	AFF4	1058	774	1256	2589	1524	1035
ENSG00000072401	UBE2D1	124	92	100	128	183	81
ENSG00000072415	MPP5	347	251	373	572	425	261
ENSG00000072422	RHOBTB1	121	147	124	145	197	94
ENSG00000072501	SMC1A	369	340	453	665	450	357
ENSG00000072506	HSD17B10	1114	1220	1084	1027	1086	1065
ENSG00000072518	MARK2	219	247	288	584	343	265
ENSG00000072609	CHFR	378	422	383	414	449	345
ENSG00000072657	TRHDE	1052	586	1196	1398	1100	889
ENSG00000072682	P4HA2	732	960	807	732	991	757
ENSG00000072736	NFATC3	925	552	1005	976	829	805
ENSG00000072756	TRNT1	149	146	117	233	181	91
ENSG00000072778	ACADVL	8991	14886	9279	11561	16085	8801
ENSG00000072786	STK10	285	357	342	541	405	305
ENSG00000072803	FBXW11	1055	823	1227	1000	1161	828
ENSG00000072818	ACAP1	270	160	161	208	173	155
ENSG00000072832	CRMP1	37	55	53	176	56	59
ENSG00000072840	EVC	513	528	537	1144	628	460
ENSG00000072849	DERL2	486	287	488	395	452	373
ENSG00000072864	NDE1	48	42	56	92	44	56
ENSG00000072952	MRVI1	76	81	77	79	101	67
ENSG00000072954	TMEM38A	78	73	66	89	74	67
ENSG00000072958	AP1M1	572	515	603	872	669	557
ENSG00000073008	PVR	262	273	393	390	347	272
ENSG00000073050	XRCC1	57	64	62	91	74	48
ENSG00000073060	SCARB1	921	914	1389	3201	1357	1332
ENSG00000073111	MCM2	90	97	71	110	90	53
ENSG00000073169	na	422	530	377	426	529	338
ENSG00000073331	ALPK1	139	128	161	194	197	118
ENSG00000073417	PDE8A	980	672	1006	1434	1122	877
ENSG00000073464	CLCN4	104	126	162	179	154	122
ENSG00000073536	NLE1	316	311	277	278	340	275
ENSG00000073578	SDHA	1530	1658	1633	2440	1995	1620
ENSG00000073584	SMARCE1	184	121	161	291	171	124
ENSG00000073605	GSDMB	20	35	36	73	32	18
ENSG00000073614	KDM5A	1330	1242	1404	1712	1604	1082
ENSG00000073711	PPP2R3A	248	143	242	297	265	172
ENSG00000073712	FERMT2	4674	3906	4997	5146	5847	3735
ENSG00000073737	DHRS9	14	20	36	23	30	28
ENSG00000073756	PTGS2	20	18	31	98	61	47
ENSG00000073792	IGF2BP2	382	325	454	685	462	347
ENSG00000073803	MAP3K13	230	125	201	288	192	176
ENSG00000073910	FRY	115	111	125	223	178	108
ENSG00000073921	PICALM	3569	2018	3781	5332	3667	2775
ENSG00000073969	NSF	447	344	499	563	476	383
ENSG00000074054	CLASP1	1279	875	1348	2072	1219	957
ENSG00000074071	MRPS34	390	531	382	379	510	294
ENSG00000074181	NOTCH3	298	565	482	1782	746	534
ENSG00000074201	CLNS1A	810	809	776	750	944	615
ENSG00000074219	TEAD2	175	166	178	233	188	167
ENSG00000074266	EED	192	188	189	212	225	158
ENSG00000074319	TSG101	485	278	485	536	426	385
ENSG00000074356	C17orf85	193	193	218	325	240	163
ENSG00000074410	CA12	1152	1183	1381	1697	1575	1251
ENSG00000074416	MGLL	2324	2098	2845	4361	2744	2561
ENSG00000074527	NTN4	98	187	162	159	266	123
ENSG00000074582	BCS1L	196	185	188	182	216	149
ENSG00000074590	NUAK1	317	238	329	513	293	252
ENSG00000074603	DPP8	475	348	499	725	567	330
ENSG00000074621	SLC24A1	72	52	78	136	77	71
ENSG00000074657	ZNF532	327	202	273	559	292	222
ENSG00000074660	SCARF1	19	18	16	24	20	19
ENSG00000074695	LMAN1	1887	1375	1594	2164	2141	1250
ENSG00000074696	HACD3	1327	1007	1452	1248	1397	1036
ENSG00000074755	ZZEF1	852	692	998	1916	989	899
ENSG00000074800	ENO1	15452	11268	14197	13515	12532	12859
ENSG00000074842	MYDGF	542	667	491	597	736	479
ENSG00000074855	ANO8	47	68	50	179	66	48
ENSG00000074935	TUBE1	176	120	182	180	223	144
ENSG00000074964	ARHGEF10L	152	230	157	220	215	168
ENSG00000075089	ACTR6	260	234	223	237	306	154
ENSG00000075131	TIPIN	60	70	60	46	90	32
ENSG00000075142	SRI	347	319	327	371	376	245
ENSG00000075151	EIF4G3	1014	916	1212	2321	1349	1069
ENSG00000075188	NUP37	131	134	147	128	203	99
ENSG00000075213	SEMA3A	512	353	514	562	654	357
ENSG00000075223	SEMA3C	3980	2672	3480	4585	4378	2563
ENSG00000075234	TTC38	1114	1019	1069	1286	1137	996
ENSG00000075239	ACAT1	1654	1663	1909	1563	2163	1294
ENSG00000075240	GRAMD4	195	217	259	298	267	193
ENSG00000075292	ZNF638	1271	826	942	1660	1451	648
ENSG00000075303	SLC25A40	82	39	80	118	91	53
ENSG00000075336	TIMM21	315	213	329	331	336	261
ENSG00000075391	RASAL2	265	302	254	500	433	274
ENSG00000075399	VPS9D1	94	118	83	103	135	80
ENSG00000075407	ZNF37A	139	148	144	421	276	123
ENSG00000075413	MARK3	656	544	632	808	804	477
ENSG00000075415	SLC25A3	6483	5854	6891	6372	7039	5781
ENSG00000075420	FNDC3B	1658	1388	1898	3243	2163	1748
ENSG00000075426	FOSL2	777	1133	1302	1276	1148	944
ENSG00000075539	FRYL	591	345	534	874	668	433
ENSG00000075568	TMEM131	448	315	646	1504	625	560
ENSG00000075618	FSCN1	203	266	204	342	296	209
ENSG00000075624	ACTB	5263	3929	6063	11236	5208	5209
ENSG00000075643	MOCOS	323	306	342	400	355	263
ENSG00000075651	PLD1	86	72	75	155	118	79
ENSG00000075702	WDR62	24	21	23	41	28	11
