id	sym	MCF7_ctl_1	MCF7_ctl_2	MCF7_ctl_3	MCF7_WNT5A_1	MCF7_WNT5A_2	MCF7_WNT5A_3
ENSG00000140948	ZCCHC14	3364	4198	3390	2303	3616	3536
ENSG00000140950	TLDC1	1365	1593	1326	959	1518	1401
ENSG00000140955	ADAD2	1	1	0	0	0	2
ENSG00000140961	OSGIN1	755	910	860	586	992	910
ENSG00000140968	IRF8	2	2	1	2	1	0
ENSG00000140983	RHOT2	5430	5697	5179	4089	5460	6136
ENSG00000140986	RPL3L	17	23	25	14	14	27
ENSG00000140987	ZSCAN32	70	79	72	49	86	67
ENSG00000140988	RPS2	40976	35797	39640	31830	40042	36809
ENSG00000140990	NDUFB10	4226	3837	4187	2986	4420	4372
ENSG00000140992	PDPK1	4013	4365	3821	2797	4105	3895
ENSG00000140993	TIGD7	127	190	159	135	185	149
ENSG00000140995	DEF8	3144	3231	3095	2246	3433	3333
ENSG00000141002	TCF25	9829	10669	9556	6629	9490	10582
ENSG00000141012	GALNS	2212	3006	2303	1541	2724	2505
ENSG00000141013	GAS8	2051	2169	1737	1383	2054	2038
ENSG00000141026	MED9	627	592	606	458	573	562
ENSG00000141027	NCOR1	7214	9204	7692	5150	8398	7953
ENSG00000141028	CDRT15P1	18	22	21	11	30	19
ENSG00000141030	COPS3	5116	4864	5409	3882	5863	5318
ENSG00000141034	GID4	601	621	480	385	481	554
ENSG00000141040	ZNF287	408	465	438	283	432	413
ENSG00000141052	MYOCD	0	1	0	0	0	0
ENSG00000141068	KSR1	439	520	405	349	541	386
ENSG00000141076	CIRH1A	4077	3355	3992	3126	4149	4024
ENSG00000141084	RANBP10	2275	2473	2147	1557	2328	2164
ENSG00000141086	CTRL	2	0	0	0	1	0
ENSG00000141098	GFOD2	1514	1592	1522	1044	1572	1501
ENSG00000141101	NOB1	2387	1869	2188	1744	2178	2120
ENSG00000141127	PRPSAP2	1944	1950	2083	1429	2228	2059
ENSG00000141161	UNC45B	0	0	0	0	1	0
ENSG00000141179	PCTP	1489	1351	1554	1074	1387	1517
ENSG00000141198	TOM1L1	3045	3124	2761	2196	3151	3027
ENSG00000141219	C17orf80	1503	1585	1470	1046	1502	1616
ENSG00000141232	TOB1	8512	8875	7568	6236	8558	8892
ENSG00000141252	VPS53	2564	2959	2665	1917	2893	2652
ENSG00000141258	SGSM2	5623	7049	5225	3651	5723	6335
ENSG00000141279	NPEPPS	6075	7182	5752	4432	6705	6175
ENSG00000141293	SKAP1	6	13	8	7	6	6
ENSG00000141294	LRRC46	143	169	137	106	149	183
ENSG00000141295	SCRN2	825	593	689	625	629	801
ENSG00000141298	SSH2	1559	1541	1527	1056	1565	1535
ENSG00000141314	RHBDL3	15	18	28	11	20	27
ENSG00000141337	ARSG	769	979	718	541	892	814
ENSG00000141338	ABCA8	8	11	6	4	8	5
ENSG00000141349	G6PC3	2080	2040	1916	1430	2045	2042
ENSG00000141367	CLTC	120442	132283	113494	88050	142863	118008
ENSG00000141371	C17orf64	4	4	4	3	3	7
ENSG00000141376	BCAS3	31379	26201	33409	20566	28536	33269
ENSG00000141378	PTRH2	3328	2988	3131	2501	3596	2961
ENSG00000141380	SS18	5163	6140	5563	3800	6271	5574
ENSG00000141384	TAF4B	510	385	394	378	359	393
ENSG00000141385	AFG3L2	3651	3667	3614	2636	3647	3499
ENSG00000141391	SLMO1	178	184	153	130	190	163
ENSG00000141401	IMPA2	1103	1083	969	776	1003	1145
ENSG00000141404	GNAL	38	44	37	26	43	30
ENSG00000141424	SLC39A6	95871	147992	92213	62045	134371	110685
ENSG00000141425	RPRD1A	3982	5471	4194	3032	5374	4839
ENSG00000141428	C18orf21	522	544	547	403	560	544
ENSG00000141429	GALNT1	3826	3419	3974	2782	3466	3991
ENSG00000141431	ASXL3	1	0	1	0	0	0
ENSG00000141434	MEP1B	1	7	5	8	3	5
ENSG00000141437	SLC25A52	7	5	5	5	11	6
ENSG00000141441	GAREM	728	755	558	544	808	599
ENSG00000141446	ESCO1	1823	1872	1685	1444	1871	1876
ENSG00000141447	OSBPL1A	761	976	694	555	955	808
ENSG00000141448	GATA6	232	329	284	217	300	323
ENSG00000141449	GREB1L	1151	1364	1161	777	1172	1246
ENSG00000141452	C18orf8	909	906	1051	625	926	861
ENSG00000141456	PELP1	3348	3464	3081	2380	3347	3488
ENSG00000141458	NPC1	2673	3058	2741	1877	2955	2699
ENSG00000141469	SLC14A1	15	15	25	13	21	32
ENSG00000141480	ARRB2	1769	1630	1491	1139	1511	1733
ENSG00000141485	SLC13A5	36	61	50	48	48	49
ENSG00000141497	ZMYND15	62	28	37	38	43	36
ENSG00000141499	WRAP53	994	1335	1176	753	1268	1307
ENSG00000141503	MINK1	5538	6279	5300	3821	5800	6099
ENSG00000141504	SAT2	320	304	303	187	267	315
ENSG00000141505	ASGR1	19	16	11	8	14	16
ENSG00000141506	PIK3R5	28	30	55	18	25	67
ENSG00000141510	TP53	7536	9229	6547	5141	8714	7489
ENSG00000141519	CCDC40	130	107	114	95	78	120
ENSG00000141522	ARHGDIA	8486	8676	8263	5833	9143	9124
ENSG00000141524	TMC6	1696	1843	1481	1220	1729	1718
ENSG00000141526	SLC16A3	1496	1254	1203	1056	1398	1503
ENSG00000141527	CARD14	285	324	276	189	290	284
ENSG00000141540	TTYH2	28	29	46	25	22	32
ENSG00000141542	RAB40B	493	541	417	372	459	433
ENSG00000141543	EIF4A3	7533	7301	7301	5423	8117	7020
ENSG00000141551	CSNK1D	8140	9295	7824	5709	8197	8488
ENSG00000141552	ANAPC11	3129	3169	2873	2070	3554	3034
ENSG00000141556	TBCD	6556	6838	5853	4437	6462	6267
ENSG00000141560	FN3KRP	2595	2787	2410	1609	2770	2741
ENSG00000141562	NARF	2527	2737	2247	1780	2771	2407
ENSG00000141564	RPTOR	2247	2417	1955	1549	2312	2053
ENSG00000141568	FOXK2	4467	4590	3971	3087	4490	4250
ENSG00000141569	TRIM65	1766	1688	1665	1294	1699	1741
ENSG00000141570	CBX8	1343	1442	1340	907	1523	1464
ENSG00000141574	SECTM1	33	21	22	12	16	36
ENSG00000141576	RNF157	549	602	585	350	621	590
ENSG00000141577	CEP131	1495	1592	1513	971	1551	1675
ENSG00000141579	ZNF750	128	196	93	88	183	138
ENSG00000141580	WDR45B	4925	5208	5006	3431	5319	5146
ENSG00000141582	CBX4	3412	3799	3502	2422	3703	3896
ENSG00000141622	RNF165	53	36	27	39	27	39
ENSG00000141627	DYM	1468	1645	1398	1039	1699	1387
ENSG00000141639	MAPK4	15	14	25	11	20	17
ENSG00000141642	ELAC1	92	86	89	54	95	76
ENSG00000141644	MBD1	2276	2745	2137	1686	2523	2373
ENSG00000141646	SMAD4	1497	1551	1337	1081	1512	1423
ENSG00000141655	TNFRSF11A	204	189	194	181	204	205
ENSG00000141664	ZCCHC2	1224	1456	1173	927	1377	1134
ENSG00000141665	FBXO15	96	105	103	61	99	78
ENSG00000141668	CBLN2	1	0	0	0	0	0
ENSG00000141682	PMAIP1	345	423	292	262	418	360
ENSG00000141696	P3H4	1058	968	957	828	1081	951
ENSG00000141698	NT5C3B	1170	989	1285	892	1130	1194
ENSG00000141699	FAM134C	2390	2477	1896	1518	2179	2181
ENSG00000141736	ERBB2	4033	4310	3485	2680	3939	3843
ENSG00000141738	GRB7	463	557	377	293	373	478
ENSG00000141741	MIEN1	818	766	763	491	792	924
ENSG00000141744	PNMT	3	5	4	0	1	1
ENSG00000141748	ARL5C	6	8	7	7	8	11
ENSG00000141750	STAC2	14	12	9	7	11	7
ENSG00000141753	IGFBP4	13800	9122	11401	9652	9009	12536
ENSG00000141756	FKBP10	230	131	196	139	129	238
ENSG00000141759	TXNL4A	1392	1367	1452	1209	1503	1412
ENSG00000141837	CACNA1A	109	154	135	95	152	139
ENSG00000141854	na	2095	2343	1836	1589	2235	2297
ENSG00000141858	SAMD1	2413	2853	2161	2015	2728	2554
ENSG00000141867	BRD4	4529	5048	4035	3221	4364	4734
ENSG00000141873	SLC39A3	383	360	409	286	415	371
ENSG00000141905	NFIC	4184	4445	3828	2963	4159	4417
ENSG00000141933	TPGS1	137	152	144	127	157	121
ENSG00000141934	PPAP2C	2174	1919	1917	1538	1966	1988
ENSG00000141946	ZIM3	6	5	3	3	6	7
ENSG00000141956	PRDM15	966	1255	1089	665	1106	1040
ENSG00000141959	PFKL	15513	19084	13975	10010	18105	15899
ENSG00000141965	FEM1A	201	297	223	150	246	186
ENSG00000141968	VAV1	24	20	24	10	20	14
ENSG00000141971	MVB12A	730	719	592	508	653	686
ENSG00000141977	CIB3	47	28	24	27	37	26
ENSG00000141979	na	0	1	0	1	1	0
ENSG00000141985	SH3GL1	2700	2864	2573	1986	2996	2631
ENSG00000141994	DUS3L	782	778	752	587	850	800
ENSG00000142002	DPP9	3349	2690	2743	2559	2883	2896
ENSG00000142025	DMRTC2	1	0	0	0	0	0
ENSG00000142039	CCDC97	1861	2237	1849	1270	2016	1916
ENSG00000142046	TMEM91	126	186	105	91	156	112
ENSG00000142065	ZFP14	455	523	397	262	437	457
ENSG00000142082	SIRT3	630	685	603	427	656	673
ENSG00000142089	IFITM3	1737	2023	1292	998	2021	1602
ENSG00000142102	ATHL1	576	589	580	410	470	819
ENSG00000142149	HUNK	276	282	259	196	282	265
ENSG00000142156	COL6A1	321	456	489	161	392	506
ENSG00000142166	IFNAR1	3035	3173	2868	2245	3296	2960
ENSG00000142168	SOD1	10495	10457	9507	6946	11839	9187
ENSG00000142173	COL6A2	307	523	365	229	451	498
ENSG00000142178	SIK1	2	0	0	0	0	0
ENSG00000142182	DNMT3L	1	1	0	0	2	0
ENSG00000142185	TRPM2	1	4	0	3	4	0
ENSG00000142186	SCYL1	6028	6217	5522	4251	6168	5890
ENSG00000142188	TMEM50B	1524	1719	1305	1220	1732	1544
ENSG00000142192	APP	14428	14634	12916	9866	15665	13120
ENSG00000142197	DOPEY2	3764	2794	3026	2792	3120	2720
ENSG00000142207	URB1	2991	2802	2483	2294	3000	2505
ENSG00000142208	AKT1	17089	19466	15477	10992	18821	17459
ENSG00000142224	IL19	0	0	0	1	0	0
ENSG00000142227	EMP3	140	216	92	77	161	108
ENSG00000142230	SAE1	12792	14877	13567	8277	15115	14375
ENSG00000142233	NTN5	87	80	35	49	76	60
ENSG00000142235	LMTK3	304	323	263	267	280	355
ENSG00000142252	GEMIN7	667	609	602	498	707	606
ENSG00000142273	CBLC	5	2	2	1	8	2
ENSG00000142279	WTIP	326	367	291	234	266	288
ENSG00000142303	ADAMTS10	1	2	1	0	0	2
ENSG00000142319	SLC6A3	7	12	8	4	6	6
ENSG00000142327	RNPEPL1	1916	1900	1700	1304	1898	1806
ENSG00000142330	CAPN10	629	766	638	495	695	704
ENSG00000142347	MYO1F	59	61	55	48	38	76
ENSG00000142396	ERVK3-1	586	656	554	481	621	613
ENSG00000142405	NLRP12	16	32	24	24	24	25
ENSG00000142408	CACNG8	76	88	78	48	67	62
ENSG00000142409	ZNF787	1103	1157	1078	965	1250	1115
ENSG00000142444	C19orf52	1181	1305	1279	976	1285	1277
ENSG00000142449	FBN3	0	1	1	1	1	4
ENSG00000142453	CARM1	3967	3878	3597	2669	3897	3933
ENSG00000142459	EVI5L	797	923	825	572	921	733
ENSG00000142484	TM4SF5	0	0	1	0	0	1
ENSG00000142494	SLC47A1	104	120	108	64	99	113
ENSG00000142507	PSMB6	5931	6016	5298	4001	6666	5623
ENSG00000142511	GPR32	0	0	0	1	0	1
ENSG00000142512	SIGLEC10	26	51	32	22	18	36
ENSG00000142513	ACPT	13	29	16	15	18	20
ENSG00000142528	ZNF473	1304	1519	1311	914	1634	1469
ENSG00000142530	FAM71E1	78	134	74	70	96	94
ENSG00000142534	RPS11	43705	42571	38354	27524	46466	42392
ENSG00000142538	PTH2	0	0	0	1	0	0
ENSG00000142541	RPL13A	52247	49683	45833	36837	56787	49851
ENSG00000142544	CTU1	188	199	215	225	182	182
ENSG00000142546	NOSIP	2189	2359	2004	1490	2307	2214
ENSG00000142549	IGLON5	1	4	2	1	6	8
ENSG00000142552	RCN3	17	6	21	13	10	28
ENSG00000142556	ZNF614	552	714	586	427	765	597
ENSG00000142583	SLC2A5	16	16	11	10	13	15
ENSG00000142599	RERE	3674	4384	3058	2353	3708	3687
ENSG00000142606	MMEL1	107	54	57	74	65	82
ENSG00000142609	CFAP74	32	39	32	31	30	51
ENSG00000142611	PRDM16	246	252	208	164	221	244
ENSG00000142615	CELA2A	4	7	5	5	1	6
ENSG00000142619	PADI3	57	30	32	56	38	46
ENSG00000142621	FHAD1	16	19	17	11	14	15
ENSG00000142623	PADI1	10	3	5	11	8	2
ENSG00000142627	EPHA2	1462	1336	1817	1189	1710	1532
ENSG00000142632	ARHGEF19	1365	1872	1199	985	1613	1541
ENSG00000142634	EFHD2	1800	1770	1684	1409	1860	1656
ENSG00000142655	PEX14	805	839	787	566	889	884
ENSG00000142657	PGD	12823	11430	12889	8731	12258	12652
ENSG00000142661	MYOM3	4	9	4	11	3	8
ENSG00000142669	SH3BGRL3	2154	2285	1969	1587	2286	2234
ENSG00000142675	CNKSR1	1133	1192	967	736	1030	1188
ENSG00000142676	RPL11	34608	32917	30909	24465	38206	32518
ENSG00000142677	IL22RA1	7	2	2	7	4	1
ENSG00000142684	ZNF593	3	1	3	1	2	6
ENSG00000142686	C1orf216	833	859	774	511	980	858
ENSG00000142687	KIAA0319L	3271	3828	2702	2152	3389	3077
ENSG00000142694	EVA1B	102	113	126	83	101	109
ENSG00000142700	DMRTA2	0	1	1	1	1	1
ENSG00000142731	PLK4	2577	3470	2828	1816	3673	3265
ENSG00000142733	MAP3K6	1766	1974	1480	1131	1788	1795
ENSG00000142748	FCN3	3	3	3	2	6	3
ENSG00000142751	GPN2	1681	1861	1646	1239	1778	1727
ENSG00000142765	SYTL1	2120	2221	1597	1721	2022	2043
ENSG00000142784	WDTC1	2227	2453	2028	1449	2079	2261
ENSG00000142794	NBPF3	1053	1254	1134	761	1251	1210
ENSG00000142798	HSPG2	2088	1534	1728	1551	1744	1932
ENSG00000142856	ITGB3BP	1088	1159	1043	784	1286	1152
ENSG00000142864	SERBP1	18027	17059	16801	14063	19564	17547
ENSG00000142867	BCL10	831	879	732	623	884	741
ENSG00000142871	CYR61	199	152	233	173	185	175
ENSG00000142875	PRKACB	1418	1638	1453	1100	1611	1509
ENSG00000142892	PIGK	1269	1416	1390	988	1619	1513
ENSG00000142910	TINAGL1	12	10	11	22	18	15
ENSG00000142920	AZIN2	56	52	26	40	33	53
ENSG00000142937	RPS8	27749	26386	24738	20802	29944	25923
ENSG00000142945	KIF2C	3350	5552	4728	2229	5777	5340
ENSG00000142949	PTPRF	21533	26296	17173	13878	23133	19639
ENSG00000142959	BEST4	19	10	17	14	12	21
ENSG00000142961	MOB3C	341	351	311	277	360	319
ENSG00000142973	CYP4B1	31	42	25	22	35	31
ENSG00000143001	TMEM61	0	0	2	0	0	2
ENSG00000143013	LMO4	639	707	686	498	679	739
ENSG00000143028	SYPL2	13	14	10	11	8	11
ENSG00000143033	MTF2	1173	1248	1187	924	1288	1238
ENSG00000143036	SLC44A3	38	41	48	23	48	40
ENSG00000143061	IGSF3	8270	10350	7490	5360	9310	8067
ENSG00000143067	ZNF697	291	257	260	194	276	290
ENSG00000143079	CTTNBP2NL	1188	1273	1032	816	1180	1129
ENSG00000143093	STRIP1	3036	3262	2927	2219	3117	2852
ENSG00000143106	PSMA5	12233	12108	11293	9182	14419	11698
ENSG00000143107	FNDC7	8	9	10	7	9	11
ENSG00000143110	C1orf162	17	16	16	6	15	10
ENSG00000143119	CD53	5	9	5	4	4	6
ENSG00000143125	PROK1	2	0	0	0	0	1
ENSG00000143126	CELSR2	37551	33270	21275	26285	30567	26367
ENSG00000143127	ITGA10	122	95	97	81	82	83
ENSG00000143147	GPR161	61	45	70	32	28	50
ENSG00000143149	ALDH9A1	2727	2881	2699	1871	2889	2875
ENSG00000143153	ATP1B1	5589	6337	4815	4443	6932	4963
ENSG00000143155	TIPRL	2239	2710	2309	1694	2809	2404
ENSG00000143156	NME7	394	404	389	263	370	376
ENSG00000143157	POGK	4715	4716	4468	3570	5004	4395
ENSG00000143158	MPC2	985	1124	966	723	1212	1069
ENSG00000143162	CREG1	3032	3068	3142	2473	3235	2984
ENSG00000143164	DCAF6	2502	2692	2377	1649	2545	2589
ENSG00000143167	GPA33	1	0	0	1	0	0
ENSG00000143178	TBX19	104	97	83	65	77	103
ENSG00000143179	UCK2	2860	2178	2224	2082	2394	2384
ENSG00000143183	TMCO1	3446	3557	3238	2648	4094	3385
ENSG00000143190	POU2F1	3442	3590	3160	2573	3416	3437
ENSG00000143194	MAEL	4	2	3	4	2	3
ENSG00000143195	ILDR2	2	1	0	0	1	0
ENSG00000143196	DPT	2	3	0	0	0	0
ENSG00000143198	MGST3	611	767	603	363	867	590
ENSG00000143199	ADCY10	9	9	9	3	9	6
ENSG00000143207	RFWD2	3081	3065	2963	2285	3112	2923
ENSG00000143217	PVRL4	1329	1190	901	949	1279	957
ENSG00000143222	UFC1	2445	2397	2348	1591	2668	2417
ENSG00000143224	PPOX	422	562	376	283	448	490
ENSG00000143226	FCGR2A	2	4	2	2	1	1
ENSG00000143228	NUF2	1522	2421	1885	1104	2479	2183
ENSG00000143248	RGS5	5	8	8	7	5	12
ENSG00000143252	SDHC	5663	5605	4996	3635	5937	5386
ENSG00000143256	PFDN2	1818	1443	1610	1172	1797	1701
ENSG00000143257	NR1I3	15	8	15	12	10	7
ENSG00000143258	USP21	1067	1258	1028	630	1077	1175
ENSG00000143278	F13B	0	0	0	1	0	0
ENSG00000143294	PRCC	3630	3848	3524	2675	3869	3561
ENSG00000143297	FCRL5	25	33	20	13	28	18
ENSG00000143303	RRNAD1	1093	1311	825	660	1091	960
ENSG00000143314	MRPL24	3017	2750	2426	2026	3064	2635
ENSG00000143315	PIGM	1553	1910	1467	1212	1829	1664
ENSG00000143318	CASQ1	7	5	6	1	4	5
ENSG00000143319	ISG20L2	3755	3743	3529	2842	4104	3540
ENSG00000143320	CRABP2	11785	14008	12399	7395	14480	13622
ENSG00000143321	HDGF	28197	28583	24949	20102	30361	27502
ENSG00000143322	ABL2	2252	2163	1898	1594	2111	2021
ENSG00000143324	XPR1	3389	4463	3485	2414	4388	3568
ENSG00000143333	RGS16	667	425	875	564	690	645
ENSG00000143337	TOR1AIP1	3566	3847	3820	2814	3916	3750
ENSG00000143340	FAM163A	0	2	1	2	3	2
ENSG00000143341	HMCN1	11816	21238	15151	6924	19616	16256
ENSG00000143344	RGL1	43	44	40	27	53	42
ENSG00000143353	LYPLAL1	765	682	723	614	770	715
ENSG00000143355	LHX9	2	3	3	1	1	0
ENSG00000143363	PRUNE	2485	2880	2615	1781	2771	2679
ENSG00000143365	RORC	98	81	39	48	67	88
ENSG00000143367	TUFT1	3704	3456	3262	2506	3566	3065
ENSG00000143368	SF3B4	6706	7162	6349	4581	6944	7014
ENSG00000143369	ECM1	73	81	51	36	71	56
ENSG00000143373	ZNF687	5102	5977	4420	3423	5289	4969
ENSG00000143374	TARS2	3097	3473	2797	2175	3525	3217
ENSG00000143375	CGN	6002	6025	5482	3981	5754	6055
ENSG00000143376	SNX27	4729	4696	4615	3358	4429	4660
ENSG00000143379	SETDB1	4249	4828	3847	2843	4558	4309
ENSG00000143382	ADAMTSL4	59	67	39	42	47	49
ENSG00000143384	MCL1	20130	22136	20688	15908	21748	20780
ENSG00000143387	CTSK	397	370	317	256	333	382
ENSG00000143390	RFX5	2398	2505	1863	1473	1997	1986
ENSG00000143393	PI4KB	6869	7841	6972	4549	7462	7222
ENSG00000143398	PIP5K1A	6673	6922	6693	4808	6831	6802
ENSG00000143401	ANP32E	8476	10693	9110	6438	11243	10463
ENSG00000143409	FAM63A	1671	1577	1200	1056	1268	1546
ENSG00000143412	ANXA9	2967	1289	2066	2061	1548	2264
ENSG00000143416	SELENBP1	4166	6029	3209	2326	4424	4507
ENSG00000143418	CERS2	12469	11668	12746	8789	12462	12833
ENSG00000143420	ENSA	19990	21787	20221	13246	22196	20833
ENSG00000143429	na	114	141	86	79	111	111
ENSG00000143434	SEMA6C	150	199	104	103	103	171
ENSG00000143436	MRPL9	3264	3598	3428	2377	4129	3614
ENSG00000143437	ARNT	4570	5447	4412	3053	4853	4792
ENSG00000143442	POGZ	9340	11242	8468	6081	9649	9516
ENSG00000143443	C1orf56	671	865	627	473	746	720
ENSG00000143450	OAZ3	92	129	91	55	95	112
ENSG00000143452	HORMAD1	1	2	0	0	1	0
ENSG00000143457	GOLPH3L	2775	3112	2472	1813	3106	2828
ENSG00000143458	GABPB2	2117	3283	2173	1486	3217	2522
ENSG00000143466	na	378	253	285	239	262	345
ENSG00000143469	SYT14	2	2	1	2	0	4
ENSG00000143473	KCNH1	3	14	7	4	5	8
ENSG00000143476	DTL	1790	1367	1506	1254	1588	1547
ENSG00000143479	DYRK3	86	80	113	65	88	78
ENSG00000143486	EIF2D	2895	3282	2631	2032	3200	2781
ENSG00000143493	INTS7	1231	1377	1436	953	1402	1316
ENSG00000143494	VASH2	154	159	151	159	145	187
ENSG00000143498	TAF1A	338	327	344	288	417	351
ENSG00000143499	SMYD2	898	918	832	678	1010	812
ENSG00000143502	SUSD4	1111	758	936	826	973	1068
ENSG00000143507	DUSP10	64	63	101	79	62	89
ENSG00000143512	HHIPL2	11	13	4	5	16	7
ENSG00000143514	TP53BP2	1266	1356	1362	927	1320	1387
ENSG00000143515	ATP8B2	1842	1761	2458	1203	1661	2202
ENSG00000143520	FLG2	7	9	9	8	12	7
ENSG00000143537	ADAM15	9517	8616	7045	6863	9201	7715
ENSG00000143543	JTB	6844	6189	6168	5188	6861	6345
ENSG00000143545	RAB13	4492	4726	4386	2975	4555	4832
ENSG00000143546	S100A8	4	1	2	2	1	0
ENSG00000143549	TPM3	23571	23446	23721	16598	26795	25159
ENSG00000143552	NUP210L	745	793	744	554	805	742
ENSG00000143553	SNAPIN	1525	1728	1465	1016	1690	1640
ENSG00000143554	SLC27A3	2702	3408	2555	1852	3077	2816
ENSG00000143556	S100A7	0	0	0	1	1	0
ENSG00000143569	UBAP2L	11025	11720	10836	7434	11868	11149
ENSG00000143570	SLC39A1	7424	7031	6865	5241	7506	7215
ENSG00000143575	HAX1	3430	3812	3621	2510	4131	3832
ENSG00000143578	CREB3L4	2199	2226	1596	1421	2030	2183
ENSG00000143590	EFNA3	245	283	192	160	244	263
ENSG00000143595	AQP10	0	0	1	0	0	0
ENSG00000143603	KCNN3	8	14	14	17	16	6
ENSG00000143612	C1orf43	10889	12268	10798	7886	12961	11562
ENSG00000143614	GATAD2B	2489	2758	2211	1667	2408	2349
ENSG00000143621	ILF2	16838	16276	16933	11601	18738	17560
ENSG00000143622	RIT1	1316	1354	1245	922	1415	1344
ENSG00000143624	INTS3	4733	5896	4263	3342	5324	4715
ENSG00000143627	PKLR	1	1	3	2	1	3
ENSG00000143630	HCN3	712	727	626	462	552	840
ENSG00000143631	FLG	1	1	1	1	0	0
ENSG00000143632	ACTA1	4	6	5	3	7	5
ENSG00000143633	C1orf131	1078	1104	1043	884	1158	1133
ENSG00000143641	GALNT2	2458	2188	2240	1808	2463	2177
ENSG00000143643	TTC13	935	885	1045	712	1005	939
ENSG00000143653	SCCPDH	5297	5612	4637	4461	7117	4454
ENSG00000143669	LYST	709	857	665	547	859	690
ENSG00000143674	na	1108	1085	991	914	1043	1017
ENSG00000143702	CEP170	684	705	676	528	653	758
ENSG00000143727	ACP1	5047	5091	4685	3711	5519	5049
ENSG00000143740	SNAP47	988	1093	1033	680	1149	1000
ENSG00000143742	SRP9	11941	13002	11357	9542	13692	12139
ENSG00000143748	NVL	2238	2574	1758	1590	2718	1761
ENSG00000143751	SDE2	1313	1397	1246	1003	1459	1306
ENSG00000143753	DEGS1	1560	1609	1307	1241	1838	1227
ENSG00000143756	FBXO28	2420	2466	2241	1771	2645	2139
ENSG00000143761	ARF1	17576	18003	15640	11894	18597	16947
ENSG00000143771	CNIH4	1890	2013	1786	1363	2193	1919
ENSG00000143772	ITPKB	651	614	543	473	670	594
ENSG00000143774	GUK1	3724	4029	3532	2854	4188	3635
ENSG00000143776	CDC42BPA	1620	2140	1819	1163	2066	1883
ENSG00000143786	CNIH3	53	30	50	43	38	46
ENSG00000143793	C1orf35	1152	1210	1340	875	1170	1254
ENSG00000143797	MBOAT2	1578	1724	1470	1150	1844	1475
ENSG00000143799	PARP1	11074	11326	10730	7513	11890	11271
ENSG00000143801	PSEN2	630	593	581	472	637	669
ENSG00000143811	PYCR2	1523	1501	1465	1050	1741	1510
ENSG00000143815	LBR	2114	3117	2950	1685	3066	3199
ENSG00000143816	WNT9A	173	215	202	123	228	217
ENSG00000143819	EPHX1	1469	1565	1561	991	1591	1508
ENSG00000143839	REN	6	7	3	4	9	7
ENSG00000143842	SOX13	2845	3074	2523	1928	2917	2833
ENSG00000143845	ETNK2	310	363	262	195	342	259
ENSG00000143847	PPFIA4	190	239	128	161	288	174
ENSG00000143850	PLEKHA6	3019	3974	2127	1759	3170	2752
ENSG00000143851	PTPN7	20	25	19	16	15	22
ENSG00000143858	SYT2	31	40	33	16	39	34
ENSG00000143862	ARL8A	1526	1359	1298	1019	1421	1393
ENSG00000143867	OSR1	4	5	6	2	0	5
ENSG00000143869	GDF7	5	8	2	6	4	5
ENSG00000143870	PDIA6	9683	9188	9802	6940	10528	9951
ENSG00000143878	RHOB	4210	4583	5204	3265	4878	4601
ENSG00000143882	ATP6V1C2	91	83	80	59	71	74
ENSG00000143889	HNRNPLL	2352	2821	2684	1779	2884	2701
ENSG00000143891	GALM	87	80	104	61	82	102
ENSG00000143919	CAMKMT	303	277	275	195	296	277
ENSG00000143921	ABCG8	1	0	0	0	0	0
ENSG00000143924	EML4	4585	4749	4948	3404	5043	4742
ENSG00000143933	CALM2	22478	27653	21889	16508	30002	22559
ENSG00000143942	CHAC2	467	422	528	474	478	484
ENSG00000143947	RPS27A	21151	19452	18217	15460	23352	18783
ENSG00000143951	WDPCP	344	407	326	227	440	336
ENSG00000143952	VPS54	1209	1563	1356	904	1477	1184
ENSG00000143970	ASXL2	5002	4920	4509	3667	4776	4546
ENSG00000143971	ETAA1	880	999	775	646	954	938
ENSG00000143977	SNRPG	4305	4833	4322	2850	5220	4682
ENSG00000143994	ABHD1	42	47	37	27	28	45
ENSG00000143995	MEIS1	616	849	589	462	827	701
ENSG00000144021	CIAO1	5300	4974	4944	3674	5326	5104
ENSG00000144026	ZNF514	1157	1234	984	751	1142	1080
ENSG00000144028	SNRNP200	35993	43062	32145	24455	43467	33625
ENSG00000144029	MRPS5	3283	3449	3438	2419	3706	3482
ENSG00000144031	ANKRD53	12	8	9	6	16	11
ENSG00000144034	TPRKB	1587	1765	1578	1223	2141	1676
ENSG00000144035	NAT8	2	11	2	2	5	5
ENSG00000144036	EXOC6B	1840	1904	1655	1316	1929	1611
ENSG00000144040	SFXN5	1946	2424	2125	1346	2464	2188
ENSG00000144043	TEX261	5580	5986	5715	3999	6308	5843
ENSG00000144045	DQX1	33	36	26	30	28	23
ENSG00000144048	DUSP11	1400	1484	1283	1071	1425	1440
ENSG00000144057	ST6GAL2	5	11	10	8	8	12
ENSG00000144061	NPHP1	93	91	76	65	94	88
ENSG00000144063	MALL	220	184	246	314	391	226
ENSG00000144115	THNSL2	885	996	790	590	870	891
ENSG00000144118	RALB	5184	5078	4872	4159	6171	5009
ENSG00000144119	C1QL2	1	0	0	0	0	0
ENSG00000144120	TMEM177	422	454	389	280	484	464
ENSG00000144130	NT5DC4	2	1	0	2	2	2
ENSG00000144134	RABL2A	278	338	236	186	270	270
ENSG00000144136	SLC20A1	3597	3336	3200	2595	3533	3182
